Site,Parameter,Year,Month,Day,Hour,PM2.5 (avg),Category,Observations,source_file
Hanoi,PM2.5 - Principal,2019,1,1,1,35.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,2,44.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,3,33.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,4,29.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,5,34.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,6,30.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,7,30.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,8,38.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,9,37.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,10,39.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,11,37.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,12,38.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,13,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,14,26.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,15,22.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,16,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,17,23.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,18,22.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,19,27.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,20,32.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,21,43.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,22,34.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,1,23,27.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,0,33.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,1,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,2,28.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,3,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,4,32.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,5,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,6,23.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,7,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,8,26.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,9,26.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,10,34.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,11,32.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,12,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,13,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,14,27.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,15,49.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,16,57.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,17,61.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,18,72.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,19,68.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,20,71.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,21,59.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,22,31.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,2,23,33.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,0,34.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,1,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,2,20.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,3,19.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,4,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,5,35.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,6,29.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,7,30.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,8,21.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,9,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,10,26.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,11,26.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,12,30.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,13,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,14,32.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,15,35.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,16,29.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,17,29.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,18,41.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,19,61.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,20,61.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,21,60.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,22,48.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,3,23,48.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,0,50.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,1,38.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,2,72.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,3,86.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,4,66.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,5,60.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,6,43.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,7,51.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,8,21.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,11,50.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,12,50.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,13,66.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,14,58.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,15,63.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,16,69.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,17,68.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,18,46.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,19,39.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,20,41.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,21,37.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,22,32.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,4,23,39.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,0,54.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,1,45.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,2,35.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,3,23.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,4,21.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,5,20.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,6,40.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,7,49.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,8,34.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,9,22.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,10,32.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,11,52.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,12,69.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,13,78.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,14,78.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,15,81.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,16,81.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,17,76.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,18,59.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,19,61.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,20,48.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,21,49.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,22,55.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,5,23,61.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,0,41.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,1,22.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,2,19.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,3,12.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,4,83.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,5,14.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,6,8.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,7,5.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,8,18.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,9,18.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,10,19.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,11,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,12,21.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,13,8.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,14,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,15,22.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,16,23.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,17,27.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,18,40.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,19,34.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,20,28.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,21,37.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,22,38.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,6,23,48.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,0,54.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,1,32.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,2,22.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,3,52.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,4,104.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,5,97.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,6,105.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,7,94.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,8,48.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,9,43.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,10,51.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,11,98.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,12,104.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,13,87.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,14,87.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,15,79.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,16,67.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,17,68.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,18,71.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,19,76.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,20,60.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,21,56.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,22,48.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,7,23,41.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,0,46.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,1,30.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,2,41.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,3,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,4,132.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,5,101.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,6,58.0,Unhealthy,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,7,8.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,8,11.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,9,12.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,10,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,11,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,12,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,13,18.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,14,18.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,15,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,16,21.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,17,17.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,18,13.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,19,13.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,20,10.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,21,12.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,22,14.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,8,23,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,0,7.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,1,5.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,2,5.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,3,3.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,4,2.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,5,5.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,6,1.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,8,5.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,9,5.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,10,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,11,7.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,12,6.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,13,4.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,14,4.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,15,1.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,16,6.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,17,6.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,18,7.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,19,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,20,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,21,9.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,22,12.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,9,23,12.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,0,14.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,1,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,2,16.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,3,8.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,4,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,5,8.0,Good,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,6,19.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,7,29.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,8,41.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,9,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,10,25.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,11,37.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,12,35.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,13,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,14,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,15,38.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,16,31.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,17,35.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,18,28.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,19,38.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,20,33.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,21,24.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,22,27.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,10,23,34.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,11,0,39.0,Moderate,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,11,1,38.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,11,2,37.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,11,3,39.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
Hanoi,PM2.5 - Principal,2019,1,11,4,36.0,Unhealthy for Sensitive Groups,1,Hanoi_daily_2019_combined.csv
