Site,Parameter,Year,Month,Day,Hour,PM2.5 (avg),Category,Observations,source_file
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,1,10.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,2,12.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,3,11.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,4,8.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,5,14.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,6,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,7,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,8,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,9,31.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,10,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,11,31.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,12,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,13,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,14,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,15,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,16,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,17,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,18,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,19,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,20,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,21,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,22,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,1,23,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,0,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,1,7.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,2,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,3,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,4,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,5,7.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,6,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,7,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,8,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,9,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,10,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,11,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,12,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,13,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,14,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,15,39.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,16,37.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,17,31.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,18,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,19,35.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,20,32.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,21,38.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,22,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,2,23,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,0,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,1,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,2,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,3,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,4,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,5,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,6,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,7,36.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,8,41.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,9,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,10,32.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,11,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,12,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,13,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,3,14,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,15,15.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,16,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,17,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,18,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,19,14.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,20,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,21,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,22,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,4,23,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,0,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,1,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,2,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,3,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,4,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,5,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,6,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,7,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,8,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,9,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,10,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,11,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,12,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,13,11.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,14,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,15,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,16,12.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,17,14.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,18,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,19,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,20,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,21,33.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,22,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,5,23,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,0,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,1,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,2,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,3,33.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,4,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,5,36.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,6,34.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,7,56.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,8,65.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,9,48.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,10,30.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,11,31.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,12,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,13,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,14,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,15,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,16,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,17,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,18,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,19,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,20,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,21,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,22,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,6,23,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,0,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,1,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,2,13.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,3,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,4,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,5,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,6,21.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,7,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,8,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,11,23.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,12,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,13,6.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,14,6.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,15,10.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,16,12.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,17,11.0,Good,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,18,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,19,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,20,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,21,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,22,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,7,23,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,0,11.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,1,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,2,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,3,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,4,35.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,5,38.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,6,38.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,7,78.0,Unhealthy,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,8,79.0,Unhealthy,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,9,70.0,Unhealthy,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,10,49.0,Unhealthy,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,11,22.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,12,36.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,13,37.0,Unhealthy for Sensitive Groups,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,14,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,15,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,16,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,17,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,18,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,19,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,20,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,21,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,22,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,8,23,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,0,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,1,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,2,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,3,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,4,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,5,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,6,23.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,7,33.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,8,35.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,9,35.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,10,35.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,11,30.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,12,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,13,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,14,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,15,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,16,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,17,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,18,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,19,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,20,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,21,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,22,14.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,9,23,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,0,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,1,10.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,2,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,3,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,4,18.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,5,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,6,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,7,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,8,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,9,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,10,29.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,11,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,12,24.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,13,9.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,14,9.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,15,15.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,16,16.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,17,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,18,20.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,19,26.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,20,22.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,21,19.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,22,27.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,10,23,30.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,11,0,25.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,11,1,28.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
Ho Chi Minh City,PM2.5 - Principal,2019,1,11,2,17.0,Moderate,2,HoChiMinhCity_daily_2019_combined.csv
